"hki_id","tel1","name","pref_cd","jyusyo_banti","zip_code","n_stations","jyusyo","jyusyo_all","city_cd","city_name","latitude","longitude","sginfo"
"138702503100000899","03-3441-6741","ローソン／天現寺店","13","３９－５","150-0013","白金台駅,広尾駅","東京都渋谷区恵比寿３丁目","東京都渋谷区恵比寿３丁目３９－５","13113","渋谷区","35.6438110809","139.7208600735","コンビニエンスストア"
"138732139007970160","03-5778-3086","ファミリーマート／渋谷警察東店","13","６－３","150-0002","渋谷駅,表参道駅","東京都渋谷区渋谷３丁目","東京都渋谷区渋谷３丁目６－３","13113","渋谷区","35.6579422942","139.7051027314","コンビニエンスストア"
"130843551002721240","03-5766-8778","ローソン渋谷三丁目店","13","２８－８","150-0002","渋谷駅,代官山駅","東京都渋谷区渋谷３丁目","東京都渋谷区渋谷３丁目２８－８","13113","渋谷区","35.656050483","139.7043248831","コンビニエンスストア"
"132770104179031350","03-3463-4550","ローソン／神泉駅前店","13","２３－４","150-0044","神泉駅,渋谷駅","東京都渋谷区円山町","東京都渋谷区円山町２３－４","13113","渋谷区","35.6569562034","139.69386671","コンビニエンスストア"
"135532834140061960","03-5456-9133","ファミリーマート／渋谷宇田川交番前店","13","３２－１５","150-0042","渋谷駅,神泉駅","東京都渋谷区宇田川町","東京都渋谷区宇田川町３２－１５","13113","渋谷区","35.6609608433","139.697775201","コンビニエンスストア"
"131043346174851340","03-5456-4127","ファミリーマート／道玄坂中央店","13","１１－１","150-0043","神泉駅,渋谷駅","東京都渋谷区道玄坂２丁目","東京都渋谷区道玄坂２丁目１１－１","13113","渋谷区","35.657978134","139.696153473","コンビニエンスストア"
"132042207136660960","03-3780-0788","デイリーヤマザキ渋谷宇田川町店","13","１３－１６","150-0042","渋谷駅,神泉駅","東京都渋谷区宇田川町","東京都渋谷区宇田川町１３－１６","13113","渋谷区","35.6614058061","139.6983691312","コンビニエンスストア"
"138220107155141950","03-3374-4361","ミニストップ代々木二丁目店","13","１６－２","151-0053","新宿駅,新線新宿駅","東京都渋谷区代々木２丁目","東京都渋谷区代々木２丁目１６－２","13113","渋谷区","35.6864140877","139.6958771866","コンビニエンスストア"
"520000033411430001","03-5413-7085","ファミリーマート／神宮前二丁目店","13","３２－１","150-0001","明治神宮前〈原宿〉駅,原宿駅","東京都渋谷区神宮前２丁目","東京都渋谷区神宮前２丁目３２－１","13113","渋谷区","35.6721738401","139.7090037521","コンビニエンスストア"
"131400725187061160","03-5358-2361","ファミリーマート／代々木駅前店","13","３８－５","151-0053","代々木駅,南新宿駅","東京都渋谷区代々木１丁目","東京都渋谷区代々木１丁目３８－５","13113","渋谷区","35.6829085617","139.701548877","コンビニエンスストア"
"134962233146170610","03-5354-5843","ファミリーマート／渋谷本町一丁目店","13","１６－３","151-0071","幡ヶ谷駅,初台駅","東京都渋谷区本町１丁目","東京都渋谷区本町１丁目１６－３","13113","渋谷区","35.6790146246","139.6813057374","コンビニエンスストア"
"136200956159070370","03-3446-3177","セブン‐イレブン／広尾駅前店","13","５－２","150-0012","広尾駅,恵比寿駅","東京都渋谷区広尾５丁目","東京都渋谷区広尾５丁目５－２","13113","渋谷区","35.6505543805","139.722051664","コンビニエンスストア"
